ID,Prob1
186, 1.00
187, 3.00
188, 9.00
189, 0.00
190, 8.00
191, 3.00
192, 8.00
193, 9.00
194, 1.00
195, 9.00
196, 8.00
197, 5.00
198, 1.00
199, 9.00
200, 1.00
201, 5.00
202, 9.00
203, 1.00
204, 1.00
205, 1.00
206, 1.00
207, 8.00
208, 1.00
209, 7.00
210, 1.00
211, 1.00
212, 1.00
213, 4.00
214, 1.00
215, 2.00
216, 1.00
217, 1.00
218, 1.00
219, 0.00
220, 1.00
221, 8.00
222, 0.00
223, 1.00
224, 9.00
225, 1.00
226, 5.00
227, 9.00
228, 5.00
229, 2.00
230, 1.00
231, 0.00
232, 3.00
233, 9.00
234, 1.00
235, 1.00
236, 8.00
237, 1.00
238, 1.00
239, 3.00
240, 0.00
241, 1.00
242, 1.00
243, 5.00
244, 1.00
245, 9.00
246, 9.00
247, 9.00
248, 1.00
249, 3.00
250, 3.00
251, 1.00
252, 3.00
253, 0.00
254, 8.00
255, 1.00
256, 2.00
257, 1.00
258, 3.00
259, 3.00
260, 3.00
261, 9.00
262, 1.00
263, 5.00
264, 1.00
265, 1.00
266, 1.00
267, 1.00
268, 1.00
269, 1.00
270, 8.00
271, 3.00
272, 1.00
273, 1.00
274, 3.00
275, 1.00
276, 1.00
277, 4.00
278, 1.00
279, 1.00
280, 2.00
281, 1.00
282, 1.00
283, 1.00
284, 9.00
285, 5.00
286, 5.00
287, 1.00
288, 5.00
289, 1.00
290, 1.00
291, 1.00
292, 3.00
293, 9.00
294, 9.00
295, 1.00
296, 9.00
297, 9.00
298, 1.00
299, 8.00
300, 0.00
301, 9.00
302, 1.00
303, 1.00
304, 3.00
305, 3.00
306, 1.00
307, 9.00
308, 3.00
309, 3.00
310, 2.00
311, 9.00
312, 9.00
313, 5.00
314, 9.00
315, 1.00
316, 0.00
317, 1.00
318, 1.00
319, 9.00
320, 3.00
321, 1.00
322, 1.00
323, 0.00
324, 1.00
325, 1.00
326, 1.00
327, 8.00
328, 1.00
329, 1.00
330, 1.00
331, 9.00
332, 1.00
333, 1.00
334, 2.00
335, 1.00
336, 1.00
337, 8.00
338, 3.00
339, 9.00
340, 5.00
341, 1.00
342, 8.00
343, 6.00
344, 1.00
345, 1.00
346, 3.00
347, 3.00
348, 9.00
349, 8.00
350, 1.00
351, 1.00
352, 1.00
353, 1.00
354, 1.00
355, 9.00
356, 1.00
357, 3.00
358, 1.00
359, 5.00
360, 1.00
361, 3.00
362, 1.00
363, 1.00
364, 3.00
365, 8.00
366, 3.00
367, 1.00
368, 1.00
369, 8.00
370, 9.00
371, 1.00
372, 1.00
373, 1.00
374, 9.00
375, 3.00
376, 9.00
377, 9.00
378, 1.00
379, 3.00
380, 1.00
381, 3.00
382, 1.00
383, 3.00
384, 1.00
385, 1.00
386, 1.00
387, 1.00
388, 1.00
389, 1.00
390, 1.00
391, 1.00
392, 9.00
393, 1.00
394, 0.00
395, 9.00
396, 2.00
397, 3.00
398, 9.00
399, 9.00
400, 1.00
401, 9.00
402, 3.00
403, 9.00
404, 9.00
405, 3.00
406, 1.00
407, 9.00
408, 0.00
409, 1.00
410, 1.00
411, 1.00
412, 9.00
413, 1.00
414, 3.00
415, 9.00
416, 1.00
417, 9.00
418, 1.00
419, 9.00
420, 8.00
421, 9.00
422, 1.00
423, 1.00
424, 1.00
425, 1.00
426, 0.00
427, 1.00
428, 1.00
429, 8.00
430, 8.00
431, 1.00
432, 1.00
433, 5.00
434, 5.00
435, 1.00
436, 9.00
437, 9.00
438, 1.00
439, 9.00
440, 9.00
441, 9.00
442, 1.00
443, 1.00
444, 1.00
445, 9.00
446, 3.00
447, 3.00
448, 1.00
449, 6.00
450, 9.00
451, 0.00
452, 1.00
453, 1.00
454, 0.00
455, 1.00
456, 1.00
457, 3.00
458, 1.00
459, 1.00
460, 9.00
461, 3.00
462, 1.00
463, 5.00
464, 3.00
465, 3.00
466, 1.00
467, 1.00
468, 1.00
469, 1.00
470, 1.00
471, 1.00
472, 3.00
473, 1.00
474, 1.00
475, 1.00
476, 0.00
477, 9.00
478, 9.00
479, 9.00
480, 1.00
481, 1.00
482, 9.00
483, 1.00
484, 1.00
485, 6.00
486, 1.00
487, 1.00
488, 1.00
489, 0.00
490, 1.00
491, 3.00
492, 9.00
493, 1.00
494, 1.00
495, 0.00
496, 9.00
497, 3.00
498, 0.00
499, 1.00
500, 9.00
501, 1.00
502, 1.00
503, 9.00
504, 7.00
505, 1.00
506, 9.00
507, 1.00
508, 1.00
509, 1.00
510, 8.00
511, 1.00
512, 9.00
513, 0.00
514, 1.00
515, 9.00
516, 0.00
517, 0.00
518, 1.00
519, 3.00
520, 9.00
521, 1.00
522, 1.00
523, 1.00
524, 3.00
525, 8.00
526, 3.00
527, 4.00
528, 9.00
529, 1.00
530, 3.00
531, 1.00
532, 8.00
533, 1.00
534, 1.00
535, 9.00
536, 5.00
537, 9.00
538, 3.00
539, 1.00
540, 1.00
541, 9.00
542, 9.00
543, 5.00
544, 1.00
545, 9.00
546, 3.00
547, 1.00
548, 3.00
549, 9.00
550, 1.00
551, 9.00
552, 3.00
553, 3.00
554, 0.00
555, 9.00
556, 1.00
557, 9.00
558, 9.00
559, 1.00
560, 1.00
561, 9.00
562, 1.00
563, 3.00
564, 9.00
565, 1.00
566, 3.00
567, 0.00
568, 1.00
569, 1.00
570, 9.00
571, 3.00
572, 3.00
573, 8.00
574, 1.00
575, 9.00
576, 0.00
577, 0.00
578, 1.00
579, 3.00
580, 9.00
581, 1.00
582, 1.00
583, 9.00
584, 1.00
585, 1.00
586, 1.00
587, 1.00
588, 1.00
589, 3.00
590, 1.00
591, 9.00
592, 1.00
593, 3.00
594, 9.00
595, 1.00
596, 0.00
597, 1.00
598, 9.00
599, 1.00
600, 9.00
601, 9.00
602, 1.00
603, 3.00
604, 9.00
605, 1.00
606, 3.00
607, 9.00
608, 9.00
609, 1.00
610, 1.00
611, 2.00
612, 1.00
613, 9.00
614, 0.00
615, 3.00
616, 7.00
617, 1.00
618, 1.00
619, 1.00
620, 2.00
621, 1.00
622, 1.00
623, 1.00
624, 5.00
625, 9.00
626, 1.00
627, 5.00
628, 8.00
629, 5.00
630, 1.00
631, 1.00
632, 8.00
633, 1.00
634, 1.00
635, 1.00
636, 9.00
637, 0.00
638, 1.00
639, 1.00
640, 3.00
641, 3.00
642, 9.00
643, 9.00
644, 1.00
645, 1.00
646, 1.00
647, 1.00
648, 5.00
649, 8.00
650, 2.00
651, 9.00
652, 9.00
653, 1.00
654, 3.00
655, 9.00
656, 1.00
657, 1.00
658, 1.00
659, 9.00
660, 9.00
661, 8.00
662, 9.00
663, 9.00
664, 8.00
665, 9.00
666, 3.00
667, 1.00
668, 3.00
669, 8.00
670, 9.00
671, 1.00
672, 1.00
673, 3.00
674, 1.00
675, 3.00
676, 1.00
677, 3.00
678, 5.00
679, 3.00
680, 9.00
681, 9.00
682, 0.00
683, 3.00
684, 1.00
685, 1.00
686, 9.00
687, 3.00
688, 1.00
689, 1.00
690, 1.00
691, 1.00
692, 9.00
693, 1.00
694, 0.00
695, 3.00
696, 3.00
697, 1.00
698, 9.00
699, 1.00
700, 8.00
701, 1.00
702, 9.00
703, 9.00
704, 1.00
705, 1.00
706, 9.00
707, 1.00
708, 3.00
709, 3.00
710, 1.00
711, 9.00
712, 1.00
713, 0.00
714, 9.00
715, 9.00
716, 1.00
717, 0.00
718, 1.00
719, 9.00
720, 1.00
721, 1.00
722, 3.00
723, 3.00
724, 1.00
725, 8.00
726, 9.00
727, 9.00
728, 9.00
729, 8.00
730, 1.00
731, 8.00
732, 1.00
733, 1.00
734, 9.00
735, 9.00
736, 3.00
737, 1.00
738, 5.00
739, 3.00
740, 1.00
741, 9.00
742, 1.00
743, 9.00
744, 1.00
745, 1.00
746, 8.00
747, 8.00
748, 1.00
749, 3.00
750, 1.00
751, 5.00
752, 1.00
753, 0.00
754, 1.00
755, 1.00
756, 1.00
757, 9.00
758, 9.00
759, 5.00
760, 1.00
761, 0.00
762, 3.00
763, 1.00
764, 1.00
765, 1.00
766, 1.00
767, 3.00
768, 9.00
769, 3.00
770, 1.00
771, 1.00
772, 5.00
773, 9.00
774, 9.00
775, 3.00
776, 9.00
777, 8.00
778, 1.00
779, 9.00
780, 1.00
781, 0.00
782, 1.00
783, 8.00
784, 1.00
785, 3.00
786, 1.00
787, 3.00
788, 9.00
789, 1.00
790, 1.00
791, 9.00
792, 1.00
793, 0.00
794, 9.00
795, 1.00
796, 8.00
797, 3.00
798, 9.00
799, 1.00
800, 5.00
801, 0.00
802, 1.00
803, 0.00
804, 9.00
805, 9.00
806, 1.00
807, 9.00
808, 3.00
809, 1.00
810, 3.00
811, 9.00
812, 6.00
813, 1.00
814, 3.00
815, 0.00
816, 3.00
817, 9.00
818, 1.00
819, 1.00
820, 9.00
821, 1.00
822, 9.00
823, 1.00
824, 1.00
825, 1.00
826, 9.00
827, 3.00
828, 1.00
829, 0.00
830, 1.00
831, 9.00
832, 1.00
833, 1.00
834, 1.00
835, 9.00
836, 1.00
837, 3.00
838, 1.00
839, 9.00
840, 9.00
841, 1.00
842, 0.00
843, 9.00
844, 1.00
845, 5.00
846, 2.00
847, 1.00
848, 1.00
849, 9.00
850, 3.00
851, 1.00
852, 3.00
853, 3.00
854, 1.00
855, 1.00
856, 3.00
857, 4.00
858, 9.00
859, 6.00
860, 8.00
861, 5.00
862, 1.00
863, 3.00
864, 1.00
865, 1.00
866, 8.00
867, 0.00
868, 3.00
869, 1.00
870, 9.00
871, 5.00
872, 1.00
873, 1.00
874, 1.00
875, 9.00
876, 5.00
877, 1.00
878, 3.00
879, 0.00
880, 9.00
881, 9.00
882, 1.00
883, 1.00
884, 1.00
885, 9.00
886, 1.00
887, 1.00
888, 9.00
889, 1.00
890, 5.00
891, 1.00
892, 1.00
893, 1.00
894, 9.00
895, 1.00
896, 3.00
897, 1.00
898, 1.00
899, 3.00
900, 3.00
901, 8.00
902, 9.00
903, 8.00
904, 9.00
905, 5.00
906, 3.00
907, 1.00
908, 9.00
909, 1.00
910, 1.00
911, 1.00
912, 3.00
913, 1.00
914, 0.00
915, 1.00
916, 9.00
917, 1.00
918, 9.00
919, 9.00
920, 9.00
921, 1.00
922, 0.00
923, 1.00
924, 7.00
925, 1.00
926, 1.00
927, 1.00
928, 5.00
929, 1.00
930, 0.00
931, 0.00
932, 8.00
933, 9.00
934, 6.00
935, 1.00
936, 8.00
937, 1.00
938, 1.00
939, 1.00
940, 1.00
941, 9.00
942, 9.00
943, 1.00
944, 1.00
945, 0.00
946, 5.00
947, 3.00
948, 1.00
949, 9.00
950, 9.00
951, 5.00
952, 2.00
953, 3.00
954, 1.00
955, 1.00
956, 0.00
957, 2.00
958, 8.00
959, 1.00
960, 1.00
961, 4.00
962, 1.00
963, 3.00
964, 1.00
965, 1.00
966, 3.00
967, 1.00
968, 1.00
969, 1.00
970, 1.00
971, 1.00
972, 3.00
973, 1.00
974, 9.00
975, 0.00
976, 9.00
977, 1.00
978, 1.00
979, 1.00
980, 9.00
981, 9.00
982, 1.00
983, 1.00
984, 8.00
985, 9.00
986, 1.00
987, 5.00
988, 0.00
989, 1.00
990, 3.00
991, 9.00
992, 1.00
993, 3.00
994, 9.00
995, 3.00
996, 1.00
997, 1.00
998, 3.00
999, 1.00
1000, 3.00
1001, 8.00
1002, 8.00
1003, 0.00
1004, 0.00
1005, 2.00
1006, 1.00
1007, 5.00
1008, 1.00
1009, 1.00
1010, 1.00
1011, 3.00
1012, 1.00
1013, 1.00
1014, 1.00
1015, 9.00
1016, 7.00
1017, 1.00
1018, 1.00
1019, 1.00
1020, 5.00
1021, 9.00
1022, 9.00
1023, 2.00
1024, 3.00
1025, 8.00
1026, 3.00
1027, 1.00
1028, 8.00
1029, 3.00
1030, 9.00
1031, 9.00
1032, 9.00
1033, 3.00
1034, 1.00
1035, 8.00
1036, 9.00
1037, 1.00
1038, 1.00
1039, 9.00
1040, 1.00
1041, 0.00
1042, 0.00
1043, 5.00
1044, 1.00
1045, 9.00
1046, 3.00
1047, 1.00
1048, 3.00
1049, 3.00
1050, 8.00
1051, 0.00
1052, 1.00
1053, 1.00
1054, 1.00
1055, 9.00
1056, 1.00
1057, 1.00
1058, 3.00
1059, 9.00
1060, 1.00
1061, 9.00
1062, 9.00
1063, 2.00
1064, 1.00
1065, 3.00
1066, 9.00
1067, 9.00
1068, 1.00
1069, 1.00
1070, 3.00
1071, 1.00
1072, 1.00
1073, 0.00
1074, 0.00
1075, 1.00
1076, 3.00
1077, 9.00
1078, 2.00
1079, 9.00
1080, 9.00
1081, 1.00
1082, 9.00
1083, 1.00
1084, 5.00
1085, 1.00
1086, 2.00
1087, 9.00
1088, 3.00
1089, 1.00
1090, 3.00
1091, 9.00
1092, 1.00
1093, 3.00
1094, 0.00
1095, 1.00
1096, 8.00
1097, 9.00
1098, 1.00
1099, 3.00
1100, 9.00
1101, 9.00
1102, 9.00
1103, 1.00
1104, 9.00
1105, 5.00
1106, 9.00
1107, 3.00
1108, 1.00
1109, 1.00
1110, 1.00
1111, 0.00
1112, 1.00
1113, 1.00
1114, 3.00
1115, 5.00
1116, 1.00
1117, 8.00
1118, 1.00
1119, 3.00
1120, 1.00
1121, 3.00
1122, 9.00
1123, 9.00
1124, 3.00
1125, 1.00
1126, 1.00
1127, 9.00
1128, 1.00
1129, 9.00
1130, 1.00
1131, 1.00
1132, 1.00
1133, 3.00
1134, 1.00
1135, 3.00
1136, 1.00
1137, 0.00
1138, 1.00
1139, 9.00
1140, 9.00
1141, 1.00
1142, 1.00
1143, 1.00
1144, 8.00
1145, 5.00
1146, 9.00
1147, 5.00
1148, 1.00
1149, 3.00
1150, 1.00
1151, 1.00
1152, 9.00
1153, 1.00
1154, 0.00
1155, 9.00
1156, 8.00
1157, 1.00
1158, 1.00
1159, 1.00
1160, 5.00
1161, 1.00
1162, 9.00
1163, 9.00
1164, 1.00
1165, 9.00
1166, 1.00
1167, 1.00
1168, 0.00
1169, 0.00
1170, 0.00
1171, 9.00
1172, 5.00
1173, 2.00
1174, 9.00
1175, 1.00
1176, 1.00
1177, 9.00
1178, 1.00
1179, 9.00
1180, 9.00
1181, 3.00
1182, 5.00
1183, 1.00
1184, 0.00
1185, 3.00
1186, 1.00
1187, 1.00
1188, 9.00
1189, 1.00
1190, 9.00
1191, 1.00
1192, 1.00
1193, 1.00
1194, 3.00
1195, 9.00
1196, 1.00
1197, 1.00
1198, 2.00
1199, 1.00
1200, 8.00
1201, 1.00
1202, 9.00
1203, 0.00
1204, 1.00
1205, 3.00
1206, 1.00
1207, 1.00
1208, 3.00
1209, 9.00
1210, 1.00
1211, 3.00
1212, 1.00
1213, 9.00
1214, 1.00
1215, 1.00
1216, 9.00
1217, 9.00
1218, 1.00
1219, 1.00
1220, 1.00
1221, 1.00
1222, 9.00
1223, 1.00
1224, 9.00
1225, 0.00
1226, 9.00
1227, 0.00
1228, 3.00
1229, 9.00
1230, 9.00
1231, 0.00
1232, 1.00
1233, 9.00
1234, 1.00
1235, 3.00
1236, 8.00
1237, 8.00
1238, 1.00
1239, 1.00
1240, 1.00
1241, 9.00
1242, 9.00
1243, 1.00
1244, 1.00
1245, 1.00
1246, 9.00
1247, 3.00
1248, 3.00
1249, 3.00
1250, 1.00
1251, 0.00
1252, 0.00
1253, 1.00
1254, 9.00
1255, 0.00
1256, 6.00
1257, 9.00
1258, 1.00
1259, 3.00
1260, 0.00
1261, 9.00
1262, 1.00
1263, 1.00
1264, 9.00
1265, 6.00
1266, 3.00
1267, 1.00
1268, 1.00
1269, 5.00
1270, 1.00
1271, 9.00
1272, 3.00
1273, 0.00
1274, 8.00
1275, 1.00
1276, 1.00
1277, 5.00
1278, 9.00
1279, 1.00
1280, 9.00
1281, 3.00
1282, 1.00
1283, 9.00
1284, 1.00
1285, 1.00
1286, 9.00
1287, 1.00
1288, 1.00
1289, 1.00
1290, 9.00
1291, 5.00
1292, 1.00
1293, 8.00
1294, 5.00
1295, 9.00
1296, 1.00
1297, 1.00
1298, 0.00
1299, 9.00
1300, 1.00
1301, 1.00
1302, 9.00
1303, 1.00
1304, 3.00
1305, 9.00
1306, 3.00
1307, 0.00
1308, 9.00
1309, 1.00
1310, 9.00
1311, 1.00
1312, 3.00
1313, 1.00
1314, 9.00
1315, 1.00
1316, 3.00
1317, 8.00
1318, 9.00
1319, 0.00
1320, 0.00
1321, 1.00
1322, 0.00
1323, 3.00
1324, 2.00
1325, 3.00
1326, 1.00
1327, 1.00
1328, 7.00
1329, 0.00
1330, 1.00
1331, 1.00
1332, 9.00
1333, 0.00
1334, 1.00
1335, 9.00
1336, 1.00
1337, 1.00
1338, 1.00
1339, 9.00
1340, 1.00
1341, 9.00
1342, 9.00
1343, 5.00
1344, 0.00
1345, 3.00
1346, 1.00
1347, 9.00
1348, 1.00
1349, 1.00
1350, 0.00
1351, 1.00
1352, 2.00
1353, 9.00
1354, 5.00
1355, 9.00
1356, 1.00
1357, 1.00
1358, 9.00
1359, 1.00
1360, 8.00
1361, 0.00
1362, 1.00
1363, 1.00
1364, 1.00
1365, 7.00
1366, 3.00
1367, 3.00
1368, 0.00
1369, 1.00
1370, 0.00
1371, 1.00
1372, 1.00
1373, 9.00
1374, 1.00
1375, 9.00
1376, 8.00
1377, 5.00
1378, 6.00
1379, 9.00
1380, 1.00
1381, 2.00
1382, 1.00
1383, 1.00
1384, 0.00
1385, 1.00
1386, 9.00
1387, 1.00
1388, 0.00
1389, 3.00
1390, 9.00
1391, 3.00
1392, 3.00
1393, 1.00
1394, 1.00
1395, 9.00
1396, 9.00
1397, 9.00
1398, 0.00
1399, 3.00
1400, 1.00
1401, 3.00
1402, 0.00
1403, 1.00
1404, 3.00
1405, 0.00
1406, 1.00
1407, 1.00
1408, 9.00
1409, 1.00
1410, 9.00
1411, 1.00
1412, 1.00
1413, 9.00
1414, 0.00
1415, 1.00
1416, 3.00
1417, 9.00
1418, 1.00
1419, 1.00
1420, 1.00
1421, 5.00
1422, 3.00
1423, 9.00
1424, 9.00
1425, 0.00
1426, 1.00
1427, 3.00
1428, 8.00
1429, 3.00
1430, 9.00
1431, 8.00
1432, 9.00
1433, 9.00
1434, 1.00
1435, 1.00
1436, 1.00
1437, 3.00
1438, 1.00
1439, 9.00
1440, 8.00
1441, 5.00
1442, 6.00
1443, 0.00
1444, 1.00
1445, 9.00
1446, 3.00
1447, 1.00
1448, 1.00
1449, 1.00
1450, 9.00
1451, 1.00
1452, 9.00
1453, 6.00
1454, 9.00
1455, 0.00
1456, 8.00
1457, 5.00
1458, 2.00
1459, 1.00
1460, 0.00
1461, 1.00
1462, 1.00
1463, 3.00
1464, 7.00
1465, 1.00
1466, 3.00
1467, 1.00
1468, 9.00
1469, 1.00
1470, 3.00
1471, 3.00
1472, 9.00
1473, 1.00
1474, 9.00
1475, 1.00
1476, 1.00
1477, 1.00
1478, 1.00
1479, 1.00
1480, 1.00
1481, 0.00
1482, 5.00
1483, 3.00
1484, 5.00
1485, 1.00
1486, 9.00
1487, 9.00
1488, 3.00
1489, 1.00
1490, 1.00
1491, 3.00
1492, 1.00
1493, 1.00
1494, 3.00
1495, 9.00
1496, 9.00
1497, 3.00
1498, 1.00
1499, 1.00
1500, 1.00
1501, 1.00
1502, 1.00
1503, 3.00
1504, 1.00
1505, 9.00
1506, 3.00
1507, 1.00
1508, 9.00
1509, 1.00
1510, 1.00
1511, 3.00
1512, 8.00
1513, 1.00
1514, 9.00
1515, 9.00
1516, 1.00
1517, 1.00
1518, 3.00
1519, 1.00
1520, 1.00
1521, 9.00
1522, 1.00
1523, 1.00
1524, 3.00
1525, 1.00
1526, 1.00
1527, 1.00
1528, 1.00
1529, 0.00
1530, 9.00
1531, 8.00
1532, 0.00
1533, 9.00
1534, 9.00
1535, 6.00
1536, 1.00
1537, 1.00
1538, 9.00
1539, 9.00
1540, 1.00
1541, 3.00
1542, 1.00
1543, 9.00
1544, 1.00
1545, 0.00
1546, 1.00
1547, 0.00
1548, 8.00
1549, 7.00
1550, 5.00
1551, 1.00
1552, 9.00
1553, 0.00
1554, 1.00
1555, 9.00
1556, 8.00
1557, 1.00
1558, 3.00
1559, 3.00
1560, 1.00
1561, 3.00
1562, 3.00
1563, 5.00
1564, 8.00
1565, 8.00
1566, 9.00
1567, 1.00
1568, 6.00
1569, 1.00
1570, 1.00
1571, 8.00
1572, 1.00
1573, 1.00
1574, 1.00
1575, 1.00
1576, 1.00
1577, 1.00
1578, 1.00
1579, 1.00
1580, 1.00
1581, 1.00
1582, 1.00
1583, 9.00
1584, 1.00
1585, 1.00
1586, 1.00
1587, 1.00
1588, 3.00
1589, 9.00
1590, 1.00
1591, 1.00
1592, 9.00
1593, 1.00
1594, 0.00
1595, 1.00
1596, 1.00
1597, 1.00
1598, 1.00
1599, 0.00
1600, 1.00
1601, 2.00
1602, 1.00
1603, 1.00
1604, 1.00
1605, 1.00
1606, 9.00
1607, 9.00
1608, 1.00
1609, 0.00
1610, 3.00
1611, 9.00
1612, 1.00
1613, 9.00
1614, 3.00
1615, 0.00
1616, 9.00
1617, 8.00
1618, 3.00
1619, 9.00
1620, 1.00
1621, 8.00
1622, 3.00
1623, 1.00
1624, 9.00
1625, 1.00
1626, 3.00
1627, 1.00
1628, 5.00
1629, 1.00
1630, 1.00
1631, 9.00
1632, 1.00
1633, 9.00
1634, 1.00
1635, 4.00
1636, 1.00
1637, 9.00
1638, 3.00
1639, 1.00
1640, 9.00
1641, 3.00
1642, 1.00
1643, 1.00
1644, 1.00
1645, 9.00
1646, 6.00
1647, 7.00
1648, 9.00
1649, 1.00
1650, 1.00
1651, 3.00
1652, 3.00
1653, 9.00
1654, 1.00
1655, 9.00
1656, 1.00
1657, 9.00
1658, 1.00
1659, 2.00
1660, 9.00
1661, 1.00
1662, 1.00
1663, 1.00
1664, 1.00
1665, 1.00
1666, 1.00
1667, 0.00
1668, 1.00
1669, 3.00
1670, 9.00
1671, 8.00
1672, 1.00
1673, 9.00
1674, 8.00
1675, 9.00
1676, 9.00
1677, 1.00
1678, 3.00
1679, 1.00
1680, 1.00
1681, 3.00
1682, 9.00
1683, 9.00
1684, 1.00
1685, 8.00
1686, 1.00
1687, 9.00
1688, 1.00
1689, 1.00
1690, 3.00
1691, 8.00
1692, 5.00
1693, 1.00
1694, 9.00
1695, 1.00
1696, 0.00
1697, 2.00
1698, 3.00
1699, 9.00
1700, 1.00
1701, 1.00
1702, 9.00
1703, 1.00
1704, 1.00
1705, 3.00
1706, 1.00
1707, 3.00
1708, 1.00
1709, 1.00
1710, 0.00
1711, 1.00
1712, 1.00
1713, 9.00
1714, 9.00
1715, 5.00
1716, 1.00
1717, 1.00
1718, 9.00
1719, 3.00
1720, 9.00
1721, 9.00
1722, 0.00
1723, 1.00
1724, 4.00
1725, 3.00
1726, 6.00
1727, 5.00
1728, 1.00
1729, 1.00
1730, 8.00
1731, 5.00
1732, 0.00
1733, 8.00
1734, 6.00
1735, 1.00
1736, 0.00
1737, 1.00
1738, 1.00
1739, 1.00
1740, 9.00
1741, 1.00
1742, 1.00
1743, 1.00
1744, 9.00
1745, 9.00
1746, 0.00
1747, 9.00
1748, 1.00
1749, 8.00
1750, 1.00
1751, 3.00
1752, 1.00
1753, 2.00
1754, 9.00
1755, 2.00
1756, 3.00
1757, 8.00
1758, 8.00
1759, 3.00
1760, 1.00
1761, 1.00
1762, 9.00
1763, 1.00
1764, 1.00
1765, 1.00
1766, 0.00
1767, 8.00
1768, 8.00
1769, 9.00
1770, 8.00
1771, 9.00
1772, 1.00
1773, 9.00
1774, 3.00
1775, 1.00
1776, 1.00
1777, 9.00
1778, 8.00
1779, 8.00
1780, 3.00
1781, 1.00
1782, 1.00
1783, 1.00
1784, 0.00
1785, 9.00
1786, 3.00
1787, 1.00
1788, 1.00
1789, 9.00
1790, 1.00
1791, 1.00
1792, 1.00
1793, 1.00
1794, 3.00
1795, 3.00
1796, 1.00
1797, 1.00
1798, 9.00
1799, 1.00
1800, 3.00
1801, 3.00
1802, 1.00
1803, 2.00
1804, 1.00
1805, 9.00
1806, 1.00
1807, 3.00
1808, 0.00
1809, 9.00
1810, 3.00
1811, 3.00
1812, 1.00
1813, 1.00
1814, 8.00
1815, 1.00
1816, 1.00
1817, 9.00
1818, 1.00
1819, 1.00
1820, 9.00
1821, 1.00
1822, 1.00
1823, 1.00
1824, 0.00
1825, 8.00
1826, 5.00
1827, 1.00
1828, 5.00
1829, 9.00
1830, 1.00
1831, 1.00
1832, 1.00
1833, 3.00
1834, 1.00
1835, 9.00
1836, 3.00
1837, 9.00
1838, 9.00
1839, 1.00
1840, 3.00
1841, 3.00
1842, 9.00
1843, 9.00
1844, 7.00
1845, 1.00
1846, 1.00
1847, 1.00
1848, 8.00
1849, 9.00
1850, 8.00
1851, 1.00
1852, 1.00
1853, 2.00
1854, 3.00
1855, 1.00
1856, 5.00
1857, 0.00
1858, 1.00
1859, 1.00
1860, 3.00
1861, 1.00
1862, 1.00
1863, 1.00
1864, 1.00
1865, 9.00
1866, 1.00
1867, 0.00
1868, 3.00
1869, 8.00
1870, 0.00
1871, 2.00
1872, 1.00
