ID,Prob1
541, 0.00
542, 0.39
543, 0.00
544, 0.09
545, 0.49
546, 0.00
547, 0.18
548, 0.91
549, 0.08
550, 0.43
551, 0.31
552, 0.82
553, 0.18
554, 0.17
555, 0.00
556, 0.21
557, 0.10
558, 0.47
559, 0.00
560, 0.49
561, 0.55
562, 0.13
563, 0.19
564, 0.06
565, 0.37
566, 0.00
567, 0.49
568, 0.39
569, 0.43
570, 0.34
571, 0.03
572, 0.00
573, 0.28
574, 0.24
575, 0.28
576, 0.33
577, 0.89
578, 0.40
579, 0.00
580, 0.59
581, 0.21
582, 0.19
583, 0.75
584, 0.00
585, 0.08
586, 0.34
587, 0.60
588, 0.24
589, 1.00
590, 0.25
591, 0.05
592, 0.54
593, 0.00
594, 0.40
595, 1.00
596, 0.37
597, 0.17
598, 0.09
599, 0.09
600, 0.49
601, 0.00
602, 0.30
603, 0.41
604, 0.00
605, 0.17
606, 0.50
607, 0.00
608, 0.44
609, 0.18
610, 0.72
611, 0.42
612, 0.17
613, 0.48
614, 0.50
615, 0.00
616, 0.25
617, 0.31
618, 0.00
619, 0.39
620, 1.00
621, 0.73
622, 0.22
623, 0.43
624, 0.00
625, 0.20
626, 0.19
627, 0.00
628, 1.00
629, 0.54
630, 0.39
631, 0.50
632, 0.31
633, 0.16
634, 0.31
635, 0.14
636, 0.70
637, 0.00
638, 0.23
639, 0.35
640, 0.00
641, 0.78
642, 0.49
643, 0.73
644, 0.65
645, 0.27
646, 0.11
647, 0.46
648, 0.00
649, 0.09
650, 0.50
651, 0.00
652, 0.87
653, 0.00
654, 0.00
655, 0.57
656, 0.23
657, 0.70
658, 0.44
659, 0.00
660, 0.39
661, 0.00
662, 0.00
663, 0.41
664, 1.00
665, 0.10
666, 0.07
667, 0.11
668, 1.00
669, 0.05
670, 0.00
671, 0.23
672, 0.24
673, 0.00
674, 0.22
675, 0.78
676, 0.49
677, 0.36
678, 0.20
679, 0.18
680, 0.93
681, 0.08
682, 0.00
683, 0.77
684, 0.31
685, 0.00
686, 0.16
687, 0.18
688, 0.02
689, 0.51
690, 0.81
691, 0.06
692, 0.96
693, 1.00
694, 1.00
695, 0.31
696, 0.61
697, 0.31
698, 0.00
699, 0.16
700, 0.35
701, 0.09
702, 0.65
703, 0.36
704, 0.48
705, 0.16
706, 0.59
707, 0.00
708, 0.04
709, 0.00
710, 0.19
711, 1.00
712, 0.08
713, 0.08
714, 0.16
715, 0.34
716, 0.74
717, 0.00
718, 0.38
719, 0.00
720, 0.38
721, 0.85
722, 0.46
723, 0.45
724, 0.00
725, 0.90
726, 0.00
727, 0.38
728, 1.00
729, 0.18
730, 0.00
731, 1.00
732, 0.21
733, 0.00
734, 0.00
735, 0.17
736, 0.56
737, 0.00
738, 0.95
739, 0.46
740, 0.53
741, 0.75
742, 0.29
743, 0.08
744, 0.23
745, 0.49
746, 0.33
747, 1.00
748, 0.19
749, 0.00
750, 0.08
751, 1.00
752, 0.24
753, 0.00
754, 0.14
755, 0.18
756, 0.54
757, 0.04
758, 0.00
759, 0.12
760, 0.30
761, 0.48
762, 0.96
763, 0.25
764, 0.31
765, 0.00
766, 0.26
767, 0.00
768, 0.26
769, 1.00
770, 0.15
771, 0.00
772, 0.12
773, 0.12
774, 0.21
775, 0.07
776, 0.00
777, 0.12
778, 0.38
779, 0.07
780, 0.66
781, 0.00
782, 0.04
783, 0.00
784, 0.43
785, 0.00
786, 0.83
787, 0.00
788, 0.61
789, 0.00
790, 0.20
791, 0.43
792, 0.40
793, 0.67
794, 1.00
795, 0.00
796, 0.22
797, 0.74
798, 0.72
799, 0.21
800, 0.74
801, 0.37
802, 0.31
803, 0.02
804, 0.48
805, 0.70
806, 0.10
807, 0.05
808, 0.00
809, 0.31
810, 0.00
811, 0.93
812, 0.00
813, 0.00
814, 0.09
815, 0.00
816, 0.00
817, 0.45
818, 0.20
819, 0.08
820, 1.00
821, 0.62
822, 0.00
823, 0.33
824, 0.31
825, 0.53
826, 0.80
827, 0.00
828, 0.55
829, 1.00
830, 0.00
831, 0.10
832, 0.43
833, 0.38
834, 0.11
835, 0.94
836, 0.22
837, 0.06
838, 0.32
839, 0.00
840, 0.38
841, 0.60
842, 0.00
843, 0.62
844, 0.18
845, 0.85
846, 0.00
847, 0.31
848, 0.08
849, 0.54
850, 0.36
851, 0.85
852, 0.50
853, 0.28
854, 0.00
855, 0.09
856, 0.54
857, 1.00
858, 0.27
859, 0.25
860, 0.00
861, 0.00
862, 0.19
863, 0.42
864, 0.42
865, 0.19
866, 0.00
867, 0.53
868, 0.50
869, 0.04
870, 1.00
871, 0.36
872, 0.00
873, 0.48
874, 0.30
875, 0.40
876, 0.58
877, 0.24
878, 0.00
879, 0.17
880, 0.10
881, 0.06
882, 0.27
883, 0.63
884, 0.11
885, 0.08
886, 0.15
887, 0.36
888, 0.42
889, 0.31
890, 0.00
891, 0.34
892, 0.50
893, 0.24
894, 0.24
895, 0.08
896, 0.11
897, 0.19
898, 1.00
899, 0.02
900, 0.69
901, 0.62
902, 0.00
903, 0.05
904, 0.37
905, 1.00
906, 0.00
907, 1.00
908, 1.00
909, 0.58
910, 0.52
911, 0.30
912, 0.01
913, 1.00
914, 0.00
915, 0.35
916, 0.37
917, 0.43
918, 0.16
919, 0.16
920, 0.87
921, 0.12
922, 0.00
923, 0.57
924, 1.00
925, 0.03
926, 0.26
927, 0.51
928, 0.85
929, 0.51
930, 0.20
931, 0.00
932, 0.00
933, 0.61
934, 0.00
935, 0.38
936, 0.12
937, 0.37
938, 0.27
939, 1.00
940, 0.21
941, 0.03
942, 0.49
943, 0.11
944, 0.29
945, 0.00
946, 0.44
947, 0.03
948, 0.22
949, 0.08
950, 1.00
951, 1.00
952, 0.39
953, 1.00
954, 0.19
955, 0.68
956, 0.12
957, 0.00
958, 0.44
959, 0.19
960, 0.14
961, 0.75
962, 0.19
963, 0.16
964, 0.14
965, 0.00
966, 1.00
967, 0.45
968, 0.09
969, 0.35
970, 1.00
971, 0.43
972, 0.66
973, 0.27
974, 0.62
975, 0.61
976, 0.28
977, 0.11
978, 0.78
979, 0.33
980, 0.39
981, 0.29
982, 0.54
983, 0.24
984, 0.00
985, 0.38
986, 0.09
987, 0.50
988, 0.00
989, 0.78
990, 0.00
991, 1.00
992, 0.40
993, 0.12
994, 0.09
995, 0.33
996, 0.56
997, 0.31
998, 0.18
999, 0.18
1000, 0.00
1001, 0.64
1002, 0.38
1003, 0.26
1004, 1.00
1005, 0.00
1006, 0.08
1007, 1.00
1008, 0.14
1009, 0.96
1010, 0.09
1011, 0.86
1012, 0.00
1013, 0.48
1014, 0.49
1015, 0.00
1016, 0.71
1017, 0.73
1018, 0.63
1019, 0.00
1020, 0.61
1021, 0.50
1022, 0.90
1023, 1.00
1024, 0.00
1025, 0.82
1026, 1.00
1027, 0.32
1028, 0.49
1029, 0.83
1030, 0.49
1031, 0.92
1032, 0.00
1033, 1.00
1034, 0.19
1035, 0.68
1036, 0.09
1037, 0.30
1038, 0.29
1039, 1.00
1040, 0.44
1041, 0.77
1042, 0.00
1043, 0.00
1044, 0.60
1045, 0.09
1046, 0.02
1047, 0.09
1048, 0.62
1049, 0.27
1050, 0.00
1051, 0.67
1052, 0.32
1053, 0.12
1054, 0.15
1055, 0.10
1056, 0.07
1057, 0.28
1058, 0.33
1059, 0.49
1060, 0.27
1061, 0.87
1062, 0.00
1063, 0.32
1064, 0.06
1065, 1.00
1066, 0.11
1067, 0.19
1068, 0.00
1069, 0.12
1070, 0.74
1071, 0.00
1072, 0.24
1073, 1.00
1074, 0.00
1075, 0.13
1076, 0.29
1077, 0.03
1078, 0.00
1079, 0.61
1080, 0.00
1081, 0.30
1082, 0.47
1083, 0.44
1084, 0.00
1085, 0.20
1086, 0.00
1087, 0.33
1088, 0.50
1089, 0.66
1090, 0.00
1091, 0.04
1092, 0.00
1093, 0.28
1094, 0.00
1095, 0.39
1096, 0.45
1097, 0.46
1098, 0.37
1099, 0.20
1100, 0.66
1101, 0.00
1102, 0.60
1103, 0.75
1104, 1.00
1105, 0.00
1106, 0.35
1107, 0.00
1108, 0.49
1109, 0.19
1110, 0.63
1111, 0.00
1112, 0.91
1113, 0.20
1114, 0.02
1115, 0.33
1116, 0.42
1117, 0.00
1118, 0.04
1119, 0.33
1120, 0.64
1121, 0.00
1122, 0.23
1123, 0.05
1124, 0.67
1125, 0.33
1126, 0.69
1127, 0.19
1128, 0.08
1129, 0.80
1130, 0.58
1131, 0.28
1132, 0.56
1133, 0.25
1134, 0.27
1135, 1.00
1136, 0.69
1137, 0.09
1138, 0.29
1139, 0.29
1140, 0.47
1141, 0.14
1142, 0.17
1143, 0.11
1144, 0.67
1145, 0.32
1146, 0.00
1147, 0.00
1148, 0.09
1149, 0.50
1150, 0.39
1151, 0.25
1152, 0.33
1153, 0.09
1154, 0.00
1155, 0.19
1156, 0.00
1157, 0.00
1158, 0.47
1159, 0.29
1160, 0.63
1161, 0.03
1162, 0.00
1163, 0.47
1164, 0.15
1165, 0.57
1166, 0.19
1167, 0.08
1168, 0.50
1169, 0.32
1170, 0.00
1171, 0.77
1172, 0.25
1173, 1.00
1174, 0.63
1175, 0.36
1176, 0.77
1177, 1.00
1178, 0.41
1179, 0.37
1180, 0.27
1181, 0.00
1182, 0.00
1183, 0.55
1184, 0.77
1185, 0.84
1186, 0.50
1187, 0.08
1188, 0.17
1189, 0.31
1190, 0.23
1191, 0.23
1192, 0.09
1193, 0.57
1194, 0.82
1195, 0.09
1196, 0.10
1197, 0.37
1198, 1.00
1199, 0.32
1200, 0.07
1201, 0.44
1202, 0.53
1203, 1.00
1204, 0.08
1205, 0.42
1206, 0.00
1207, 0.48
1208, 0.00
1209, 0.94
1210, 0.23
1211, 0.00
1212, 0.74
1213, 0.00
1214, 1.00
1215, 0.71
1216, 0.52
1217, 0.47
1218, 0.44
1219, 0.33
1220, 0.08
1221, 0.04
1222, 0.09
1223, 0.15
1224, 0.00
1225, 0.31
1226, 0.08
1227, 0.02
1228, 0.65
1229, 0.81
1230, 0.00
1231, 0.67
1232, 0.00
1233, 0.84
1234, 0.22
1235, 0.00
1236, 0.10
1237, 0.12
1238, 0.00
1239, 0.67
1240, 0.27
1241, 0.00
1242, 0.85
1243, 0.23
1244, 0.00
1245, 0.21
1246, 0.51
1247, 1.00
1248, 1.00
1249, 0.00
1250, 0.10
1251, 0.18
1252, 1.00
1253, 0.19
1254, 0.12
1255, 0.00
1256, 0.53
1257, 0.00
1258, 0.40
1259, 1.00
1260, 0.00
1261, 0.09
1262, 0.28
1263, 0.00
1264, 0.16
1265, 0.00
1266, 0.25
1267, 0.10
1268, 0.00
1269, 0.00
1270, 0.41
1271, 0.18
1272, 0.01
1273, 0.00
1274, 0.00
1275, 0.12
1276, 0.22
1277, 0.00
1278, 0.39
1279, 0.08
1280, 0.58
1281, 0.00
1282, 0.26
1283, 0.50
1284, 0.31
1285, 0.32
1286, 0.22
1287, 0.47
1288, 0.19
1289, 1.00
1290, 0.14
1291, 0.00
1292, 0.20
1293, 0.17
1294, 0.85
1295, 0.46
1296, 0.00
1297, 0.48
1298, 0.02
1299, 0.20
1300, 0.09
1301, 0.41
1302, 0.66
1303, 0.21
1304, 0.10
1305, 0.14
1306, 0.00
1307, 0.65
1308, 0.00
1309, 0.07
1310, 0.55
1311, 0.16
1312, 1.00
1313, 0.26
1314, 0.00
1315, 0.00
1316, 0.00
1317, 0.06
1318, 0.09
1319, 0.18
1320, 0.48
1321, 0.60
1322, 1.00
1323, 0.01
1324, 1.00
1325, 0.83
1326, 0.00
1327, 0.74
1328, 1.00
1329, 0.00
1330, 0.14
1331, 0.10
1332, 0.09
1333, 0.00
1334, 0.31
1335, 0.00
1336, 0.36
1337, 0.00
1338, 0.50
1339, 0.80
1340, 0.50
1341, 1.00
1342, 1.00
1343, 0.82
1344, 1.00
1345, 0.50
1346, 0.10
1347, 0.45
1348, 0.41
1349, 0.56
1350, 0.00
1351, 0.46
1352, 0.00
1353, 0.00
1354, 0.50
1355, 0.44
1356, 0.34
1357, 0.26
1358, 0.16
1359, 0.30
1360, 0.52
1361, 1.00
1362, 0.33
1363, 0.11
1364, 0.53
1365, 1.00
1366, 0.90
1367, 1.00
1368, 0.00
1369, 0.23
1370, 0.00
1371, 0.09
1372, 1.00
1373, 0.22
1374, 0.00
1375, 0.67
1376, 0.00
1377, 0.00
1378, 0.00
1379, 1.00
1380, 0.04
1381, 1.00
1382, 0.11
1383, 0.62
1384, 0.17
1385, 0.42
1386, 0.79
1387, 0.18
1388, 0.56
1389, 0.78
1390, 0.00
1391, 0.72
1392, 0.40
1393, 0.48
1394, 0.00
1395, 0.00
1396, 1.00
1397, 1.00
1398, 0.25
1399, 0.83
1400, 0.12
1401, 0.00
1402, 0.50
1403, 0.00
1404, 1.00
1405, 0.00
1406, 0.67
1407, 0.20
1408, 1.00
1409, 0.18
1410, 0.00
1411, 0.15
1412, 0.10
1413, 0.05
1414, 0.00
1415, 0.33
1416, 0.00
1417, 1.00
1418, 0.40
1419, 0.39
1420, 0.08
1421, 0.07
1422, 0.36
1423, 0.11
1424, 0.89
1425, 0.50
1426, 0.57
1427, 0.00
1428, 0.39
1429, 0.20
1430, 0.19
1431, 0.00
1432, 0.47
1433, 0.17
1434, 0.24
1435, 0.66
1436, 0.55
1437, 1.00
1438, 0.00
1439, 0.01
1440, 0.10
1441, 0.12
1442, 0.50
1443, 0.00
1444, 0.00
1445, 0.21
1446, 0.16
1447, 0.16
1448, 0.51
1449, 0.04
1450, 0.00
1451, 0.08
1452, 0.00
1453, 0.00
1454, 0.12
1455, 0.00
1456, 0.00
1457, 0.55
1458, 0.81
1459, 0.30
1460, 0.00
1461, 0.20
1462, 0.54
1463, 0.00
1464, 1.00
1465, 0.85
1466, 0.00
1467, 0.00
1468, 0.90
1469, 0.82
1470, 0.33
1471, 0.00
1472, 1.00
1473, 0.84
1474, 0.00
1475, 0.43
1476, 0.00
1477, 0.25
1478, 0.09
1479, 0.09
1480, 0.18
1481, 1.00
1482, 0.62
1483, 0.00
1484, 1.00
1485, 0.17
1486, 0.21
1487, 0.00
1488, 0.50
1489, 0.38
1490, 0.10
1491, 0.73
1492, 0.42
1493, 0.09
1494, 0.84
1495, 0.92
1496, 0.70
1497, 0.04
1498, 0.21
1499, 0.26
1500, 0.41
1501, 0.25
1502, 0.32
1503, 0.92
1504, 0.15
1505, 0.00
1506, 0.00
1507, 1.00
1508, 0.06
1509, 0.28
1510, 0.74
1511, 0.00
1512, 0.00
1513, 0.23
1514, 0.09
1515, 0.00
1516, 0.21
1517, 0.00
1518, 0.61
1519, 0.44
1520, 0.12
1521, 0.70
1522, 0.32
1523, 0.06
1524, 0.15
1525, 0.52
1526, 0.40
1527, 0.12
1528, 0.00
1529, 0.87
1530, 0.60
1531, 0.00
1532, 0.00
1533, 0.00
1534, 0.28
1535, 0.28
1536, 0.00
1537, 0.36
1538, 0.41
1539, 0.28
1540, 0.51
1541, 0.00
1542, 0.14
1543, 0.19
1544, 0.10
1545, 0.68
1546, 0.08
1547, 0.30
1548, 0.00
1549, 0.80
1550, 0.00
1551, 1.00
1552, 0.16
1553, 0.00
1554, 0.54
1555, 0.58
1556, 0.00
1557, 0.25
1558, 0.84
1559, 0.15
1560, 0.28
1561, 0.00
1562, 0.00
1563, 0.00
1564, 0.01
1565, 0.64
1566, 0.03
1567, 0.71
1568, 0.76
1569, 0.29
1570, 0.09
1571, 0.00
1572, 0.00
1573, 0.31
1574, 0.35
1575, 0.06
1576, 0.28
1577, 0.00
1578, 0.00
1579, 0.52
1580, 0.26
1581, 0.09
1582, 0.29
1583, 0.86
1584, 0.70
1585, 0.54
1586, 0.19
1587, 0.76
1588, 0.79
1589, 0.00
1590, 1.00
1591, 0.00
1592, 0.07
1593, 0.00
1594, 1.00
1595, 0.25
1596, 0.08
1597, 0.84
1598, 0.35
1599, 0.02
1600, 0.63
1601, 1.00
1602, 0.39
1603, 0.00
1604, 0.00
1605, 0.21
1606, 0.22
1607, 0.00
1608, 0.42
1609, 0.00
1610, 0.24
1611, 0.62
1612, 0.00
1613, 0.00
1614, 0.00
1615, 0.00
1616, 0.00
1617, 0.00
1618, 0.00
1619, 1.00
1620, 0.57
1621, 1.00
1622, 0.00
1623, 0.17
1624, 0.53
1625, 0.10
1626, 1.00
1627, 0.18
1628, 0.00
1629, 0.41
1630, 0.31
1631, 0.00
1632, 0.59
1633, 1.00
1634, 0.31
1635, 0.33
1636, 0.20
1637, 0.39
1638, 0.32
1639, 0.20
1640, 0.82
1641, 0.00
1642, 0.53
1643, 0.32
1644, 0.29
1645, 0.07
1646, 0.88
1647, 0.76
1648, 0.00
1649, 0.16
1650, 0.10
1651, 0.58
1652, 0.00
1653, 0.00
1654, 0.59
1655, 0.19
1656, 0.53
1657, 0.50
1658, 0.49
1659, 0.00
1660, 0.19
1661, 0.60
1662, 0.71
1663, 0.22
1664, 0.50
1665, 0.46
1666, 0.18
1667, 0.00
1668, 0.60
1669, 0.27
1670, 0.54
1671, 0.00
1672, 0.32
1673, 0.05
1674, 0.00
1675, 0.81
1676, 0.88
1677, 0.00
1678, 0.04
1679, 0.17
1680, 0.50
1681, 0.42
1682, 0.68
1683, 0.89
1684, 0.07
1685, 0.31
1686, 0.91
1687, 0.00
1688, 0.08
1689, 0.29
1690, 0.00
1691, 0.97
1692, 0.83
1693, 0.23
1694, 0.65
1695, 0.47
1696, 0.33
1697, 0.42
1698, 0.78
1699, 0.47
1700, 0.75
1701, 0.28
1702, 0.12
1703, 0.00
1704, 0.61
1705, 0.86
1706, 0.34
1707, 0.20
1708, 0.10
1709, 0.28
1710, 0.53
1711, 0.09
1712, 0.22
1713, 1.00
1714, 0.50
1715, 1.00
1716, 0.38
1717, 0.73
1718, 0.05
1719, 0.24
1720, 0.13
1721, 0.26
1722, 0.23
1723, 0.30
1724, 1.00
1725, 0.35
1726, 1.00
1727, 0.10
1728, 0.70
1729, 0.13
1730, 0.09
1731, 0.00
1732, 0.00
1733, 0.54
1734, 0.00
1735, 0.78
1736, 0.00
1737, 0.10
1738, 0.73
1739, 0.34
1740, 0.00
1741, 0.00
1742, 0.13
1743, 0.09
1744, 0.19
1745, 0.02
1746, 0.55
1747, 1.00
1748, 0.57
1749, 0.45
1750, 0.09
1751, 0.31
1752, 0.19
1753, 0.00
1754, 0.10
1755, 0.00
1756, 1.00
1757, 1.00
1758, 0.11
1759, 0.41
1760, 0.00
1761, 0.38
1762, 0.36
1763, 0.23
1764, 0.21
1765, 0.57
1766, 0.00
1767, 0.95
1768, 0.50
1769, 0.77
1770, 0.00
1771, 0.21
1772, 0.06
1773, 0.17
1774, 0.94
1775, 0.18
1776, 0.81
1777, 0.78
1778, 0.28
1779, 0.25
1780, 0.03
1781, 1.00
1782, 0.28
1783, 0.21
1784, 0.24
1785, 0.46
1786, 0.22
1787, 0.00
1788, 0.48
1789, 0.00
1790, 0.12
1791, 0.18
1792, 0.38
1793, 0.52
1794, 0.00
1795, 0.00
1796, 0.16
1797, 0.49
1798, 0.09
1799, 0.37
1800, 0.00
1801, 0.50
1802, 0.00
1803, 0.00
1804, 0.49
1805, 0.83
1806, 0.00
1807, 0.84
1808, 0.00
1809, 0.69
1810, 0.00
1811, 0.47
1812, 0.19
1813, 0.76
1814, 0.88
1815, 0.29
1816, 0.09
1817, 0.94
1818, 0.26
1819, 0.64
1820, 0.37
1821, 0.80
1822, 1.00
1823, 0.42
1824, 0.08
1825, 0.64
1826, 0.00
1827, 0.32
1828, 0.66
1829, 0.72
1830, 0.18
1831, 0.00
1832, 0.12
1833, 0.61
1834, 0.25
1835, 0.46
1836, 0.57
1837, 0.00
1838, 1.00
1839, 1.00
1840, 0.00
1841, 0.19
1842, 0.41
1843, 1.00
1844, 1.00
1845, 0.58
1846, 0.00
1847, 0.51
1848, 0.13
1849, 0.21
1850, 0.00
1851, 0.00
1852, 0.81
1853, 0.00
1854, 0.10
1855, 0.48
1856, 0.33
1857, 0.67
1858, 0.23
1859, 0.77
1860, 0.16
1861, 0.00
1862, 0.08
1863, 0.18
1864, 0.30
1865, 0.05
1866, 0.28
1867, 0.30
1868, 0.35
1869, 0.84
1870, 0.00
1871, 0.29
1872, 0.33
